KIND_OF_PART,SERIAL_NUMBER,BARCODE,NAME_LABEL,VERSION,BATCH_NUMBER,LOCATION,INSTITUTION,MANUFACTURER,PRODUCTION_DATE
Bare Hexaboard HD Full,320070100300362,320070100300362,Bare Hexaboard HD Full 320070100300362,V3-HD-V2.2,2442,NTU,National Taiwan University,Plotech,2024-10-18 12:00:00
Bare Hexaboard HD Full,320070100300080,320070100300080,Bare Hexaboard HD Full 320070100300080,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Bottom,320BHB003000000,320BHB003000000,Bare Hexaboard HD Bottom 320BHB003000000,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000001,320BHB003000001,Bare Hexaboard HD Bottom 320BHB003000001,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000003,320BHB003000003,Bare Hexaboard HD Bottom 320BHB003000003,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000008,320BHB003000008,Bare Hexaboard HD Bottom 320BHB003000008,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000009,320BHB003000009,Bare Hexaboard HD Bottom 320BHB003000009,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000010,320BHB003000010,Bare Hexaboard HD Bottom 320BHB003000010,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000011,320BHB003000011,Bare Hexaboard HD Bottom 320BHB003000011,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000012,320BHB003000012,Bare Hexaboard HD Bottom 320BHB003000012,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000017,320BHB003000017,Bare Hexaboard HD Bottom 320BHB003000017,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000022,320BHB003000022,Bare Hexaboard HD Bottom 320BHB003000022,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000023,320BHB003000023,Bare Hexaboard HD Bottom 320BHB003000023,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000029,320BHB003000029,Bare Hexaboard HD Bottom 320BHB003000029,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000030,320BHB003000030,Bare Hexaboard HD Bottom 320BHB003000030,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000033,320BHB003000033,Bare Hexaboard HD Bottom 320BHB003000033,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000034,320BHB003000034,Bare Hexaboard HD Bottom 320BHB003000034,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000035,320BHB003000035,Bare Hexaboard HD Bottom 320BHB003000035,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000037,320BHB003000037,Bare Hexaboard HD Bottom 320BHB003000037,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000039,320BHB003000039,Bare Hexaboard HD Bottom 320BHB003000039,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000041,320BHB003000041,Bare Hexaboard HD Bottom 320BHB003000041,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000045,320BHB003000045,Bare Hexaboard HD Bottom 320BHB003000045,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000046,320BHB003000046,Bare Hexaboard HD Bottom 320BHB003000046,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Bottom,320BHB003000047,320BHB003000047,Bare Hexaboard HD Bottom 320BHB003000047,V3-HD-Bottom-V1.0,2331,NTU,National Taiwan University,Plotech,2023-08-04 12:00:00
Bare Hexaboard HD Left,320073000300004,320073000300004,Bare Hexaboard HD Left 320073000300004,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300005,320073000300005,Bare Hexaboard HD Left 320073000300005,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300006,320073000300006,Bare Hexaboard HD Left 320073000300006,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300007,320073000300007,Bare Hexaboard HD Left 320073000300007,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300012,320073000300012,Bare Hexaboard HD Left 320073000300012,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300013,320073000300013,Bare Hexaboard HD Left 320073000300013,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300016,320073000300016,Bare Hexaboard HD Left 320073000300016,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300017,320073000300017,Bare Hexaboard HD Left 320073000300017,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300018,320073000300018,Bare Hexaboard HD Left 320073000300018,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300019,320073000300019,Bare Hexaboard HD Left 320073000300019,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300024,320073000300024,Bare Hexaboard HD Left 320073000300024,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300025,320073000300025,Bare Hexaboard HD Left 320073000300025,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300028,320073000300028,Bare Hexaboard HD Left 320073000300028,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300029,320073000300029,Bare Hexaboard HD Left 320073000300029,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300030,320073000300030,Bare Hexaboard HD Left 320073000300030,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300031,320073000300031,Bare Hexaboard HD Left 320073000300031,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300032,320073000300032,Bare Hexaboard HD Left 320073000300032,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300033,320073000300033,Bare Hexaboard HD Left 320073000300033,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300046,320073000300046,Bare Hexaboard HD Left 320073000300046,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300047,320073000300047,Bare Hexaboard HD Left 320073000300047,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300060,320073000300060,Bare Hexaboard HD Left 320073000300060,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300061,320073000300061,Bare Hexaboard HD Left 320073000300061,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300064,320073000300064,Bare Hexaboard HD Left 320073000300064,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Left,320073000300065,320073000300065,Bare Hexaboard HD Left 320073000300065,V3-HD-Left-V1.0,2334,NTU,National Taiwan University,Plotech,2023-08-25 12:00:00
Bare Hexaboard HD Full,320070100300000,320070100300000,Bare Hexaboard HD Full 320070100300000,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300001,320070100300001,Bare Hexaboard HD Full 320070100300001,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300002,320070100300002,Bare Hexaboard HD Full 320070100300002,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300003,320070100300003,Bare Hexaboard HD Full 320070100300003,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300005,320070100300005,Bare Hexaboard HD Full 320070100300005,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300007,320070100300007,Bare Hexaboard HD Full 320070100300007,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300037,320070100300037,Bare Hexaboard HD Full 320070100300037,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300038,320070100300038,Bare Hexaboard HD Full 320070100300038,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300039,320070100300039,Bare Hexaboard HD Full 320070100300039,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300040,320070100300040,Bare Hexaboard HD Full 320070100300040,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300041,320070100300041,Bare Hexaboard HD Full 320070100300041,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300043,320070100300043,Bare Hexaboard HD Full 320070100300043,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300044,320070100300044,Bare Hexaboard HD Full 320070100300044,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300045,320070100300045,Bare Hexaboard HD Full 320070100300045,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300046,320070100300046,Bare Hexaboard HD Full 320070100300046,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300047,320070100300047,Bare Hexaboard HD Full 320070100300047,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300060,320070100300060,Bare Hexaboard HD Full 320070100300060,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300061,320070100300061,Bare Hexaboard HD Full 320070100300061,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300062,320070100300062,Bare Hexaboard HD Full 320070100300062,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300064,320070100300064,Bare Hexaboard HD Full 320070100300064,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300065,320070100300065,Bare Hexaboard HD Full 320070100300065,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300067,320070100300067,Bare Hexaboard HD Full 320070100300067,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300068,320070100300068,Bare Hexaboard HD Full 320070100300068,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300069,320070100300069,Bare Hexaboard HD Full 320070100300069,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300070,320070100300070,Bare Hexaboard HD Full 320070100300070,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300072,320070100300072,Bare Hexaboard HD Full 320070100300072,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300073,320070100300073,Bare Hexaboard HD Full 320070100300073,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300074,320070100300074,Bare Hexaboard HD Full 320070100300074,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300081,320070100300081,Bare Hexaboard HD Full 320070100300081,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300082,320070100300082,Bare Hexaboard HD Full 320070100300082,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300083,320070100300083,Bare Hexaboard HD Full 320070100300083,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300092,320070100300092,Bare Hexaboard HD Full 320070100300092,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300093,320070100300093,Bare Hexaboard HD Full 320070100300093,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300094,320070100300094,Bare Hexaboard HD Full 320070100300094,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300095,320070100300095,Bare Hexaboard HD Full 320070100300095,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300105,320070100300105,Bare Hexaboard HD Full 320070100300105,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300106,320070100300106,Bare Hexaboard HD Full 320070100300106,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300107,320070100300107,Bare Hexaboard HD Full 320070100300107,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300112,320070100300112,Bare Hexaboard HD Full 320070100300112,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300113,320070100300113,Bare Hexaboard HD Full 320070100300113,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300114,320070100300114,Bare Hexaboard HD Full 320070100300114,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300115,320070100300115,Bare Hexaboard HD Full 320070100300115,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300124,320070100300124,Bare Hexaboard HD Full 320070100300124,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300126,320070100300126,Bare Hexaboard HD Full 320070100300126,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300127,320070100300127,Bare Hexaboard HD Full 320070100300127,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300176,320070100300176,Bare Hexaboard HD Full 320070100300176,V3-HD-V2.2,2434,NTU,National Taiwan University,Plotech,2024-08-23 12:00:00
Bare Hexaboard HD Full,320070100300177,320070100300177,Bare Hexaboard HD Full 320070100300177,V3-HD-V2.2,2434,NTU,National Taiwan University,Plotech,2024-08-23 12:00:00
Bare Hexaboard HD Full,320070100300178,320070100300178,Bare Hexaboard HD Full 320070100300178,V3-HD-V2.2,2434,NTU,National Taiwan University,Plotech,2024-08-23 12:00:00
Bare Hexaboard HD Full,320070100300179,320070100300179,Bare Hexaboard HD Full 320070100300179,V3-HD-V2.2,2434,NTU,National Taiwan University,Plotech,2024-08-23 12:00:00
Bare Hexaboard HD Full,320070100300180,320070100300180,Bare Hexaboard HD Full 320070100300180,V3-HD-V2.2,2434,NTU,National Taiwan University,Plotech,2024-08-23 12:00:00
Bare Hexaboard HD Full,320070100300181,320070100300181,Bare Hexaboard HD Full 320070100300181,V3-HD-V2.2,2434,NTU,National Taiwan University,Plotech,2024-08-23 12:00:00
Bare Hexaboard HD Full,320070100300182,320070100300182,Bare Hexaboard HD Full 320070100300182,V3-HD-V2.2,2434,NTU,National Taiwan University,Plotech,2024-08-23 12:00:00
Bare Hexaboard HD Full,320070100300183,320070100300183,Bare Hexaboard HD Full 320070100300183,V3-HD-V2.2,2434,NTU,National Taiwan University,Plotech,2024-08-23 12:00:00
Bare Hexaboard HD Full,320070100300186,320070100300186,Bare Hexaboard HD Full 320070100300186,V3-HD-V2.2,2434,NTU,National Taiwan University,Plotech,2024-08-23 12:00:00
Bare Hexaboard HD Full,320070100300187,320070100300187,Bare Hexaboard HD Full 320070100300187,V3-HD-V2.2,2434,NTU,National Taiwan University,Plotech,2024-08-23 12:00:00
Bare Hexaboard HD Full,320070100300009,320070100300009,Bare Hexaboard HD Full 320070100300009,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300011,320070100300011,Bare Hexaboard HD Full 320070100300011,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300015,320070100300015,Bare Hexaboard HD Full 320070100300015,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300016,320070100300016,Bare Hexaboard HD Full 320070100300016,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300017,320070100300017,Bare Hexaboard HD Full 320070100300017,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300018,320070100300018,Bare Hexaboard HD Full 320070100300018,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300020,320070100300020,Bare Hexaboard HD Full 320070100300020,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300021,320070100300021,Bare Hexaboard HD Full 320070100300021,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300022,320070100300022,Bare Hexaboard HD Full 320070100300022,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300023,320070100300023,Bare Hexaboard HD Full 320070100300023,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300028,320070100300028,Bare Hexaboard HD Full 320070100300028,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300029,320070100300029,Bare Hexaboard HD Full 320070100300029,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300030,320070100300030,Bare Hexaboard HD Full 320070100300030,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300031,320070100300031,Bare Hexaboard HD Full 320070100300031,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300032,320070100300032,Bare Hexaboard HD Full 320070100300032,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300033,320070100300033,Bare Hexaboard HD Full 320070100300033,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300034,320070100300034,Bare Hexaboard HD Full 320070100300034,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300035,320070100300035,Bare Hexaboard HD Full 320070100300035,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300048,320070100300048,Bare Hexaboard HD Full 320070100300048,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
Bare Hexaboard HD Full,320070100300052,320070100300052,Bare Hexaboard HD Full 320070100300052,V3-HD-V2.2,2432,NTU,National Taiwan University,Plotech,2024-08-09 12:00:00
